Language,Text,Label,Translation
Hindi,The wheelchaired woman was actually scary,0,व्हीलचेयर में बैठी महिला वास्तव में डरावनी थी।
Hindi,The safest most civilised society in the world - Japan - has banned Islam.. coincidence?,0,दुनिया में सबसे सुरक्षित और सबसे सभ्य समाज - जापान - ने इस्लाम को प्रतिबंधित किया है.. क्या यह संयोग है?
Hindi,"The rotten, nasty bastards!",1,"बुरे, घिनौने गद्दार!"
Hindi,The next time I like up in front of one like him I will shout to his left ear that he is a trash and worthless! HAHAHHAA. I know I’m a bad man. IM BADMAN,1,"अगली बार जब मैं उस तरह के व्यक्ति के सामने खड़ा होता हूं, मैं उसके बाएं कान में शोर मचाऊंगा कि वह कचरा है और बेकार है! हाहाहाहा। मुझे पता है कि मैं एक बुरा आदमी हूँ। मैं बैडमैन हूँ।"
Hindi,Thanks god at least you have music to pale the pain being blind. Oh what you can’t hear too. Haha,1,भगवान का शुक्र है कि कम से कम आपके पास अंधा होने के दर्द को कम करने के लिए संगीत है। अरे क्या आप भी नहीं सुन सकते। हाहा
Hindi,"Sorry but black Americans are more in danger than homosexuals. Homosexuals have so much privilege now. More than African Americans, Latinos, Arabs.",1,"क्षमा करें, लेकिन काले अमेरिकी नागरिक होमोसेक्सुअल से अधिक खतरे में हैं। होमोसेक्सुअलों के पास अब इतनी विशेषाधिकार हैं। अफ्रीकी अमेरिकी, लैटिनो, अरब से अधिक।"
Hindi,"Something I hate about being bisexual..people always say 'your either gay or your straight,bisexual isn't a real thing’ SHUT DA FUQ UP IT IS A REAL THING",1,"मैं बाइसेक्सुअल होने के बारे में कुछ पसंद नहीं करती। लोग हमेशा यह कहते हैं कि 'तुम या तो गे हो या सीधे हो, बाइसेक्सुअल एक असली चीज नहीं है'। बकवास मत करो, यह एक असली चीज है।"
Hindi,Should have been sterilised upon arrival. Now your future doesn't exist.,1,आगमन पर स्टेरिलाइज़ कर देना चाहिए था। अब आपका भविष्य नहीं है।
Hindi,She said she is crazy loving her God. Well she is literally crazy then. I can relief her of her life.,1,उसने कहा कि वह अपने भगवान से प्यार करने के लिए पागल है। वैसे वह सचमुच पागल है। मैं उसे उसके जीवन से राहत दे सकता हूं।
Hindi,Send em home in a metal crate. They're on probation for 20 years. Crime? Straight home. Too many kids? Straight home. Bye.,1,उन्हें एक धातु की टोकरी में घर भेज दो। उनकी अवधि 20 साल की परख होगी। अपराध? सीधे घर। बहुत सारे बच्चे? सीधे घर। अलविदा।
Hindi,Poor women,1,गरीब महिलाएँ
Hindi,People with barbaric cultures and desert religions are all the same.,1,लगभग सभी असभ्य संस्कृतियों और मरुस्थल धर्मों के लोग एक जैसे होते हैं।
Hindi,"People who say ""YAAAASSSS QUEEN"" should be sterilised",1,"जो लोग ""यास्स क्वीन"" कहते हैं, उन्हें निर्बंधित कर देना चाहिए।"
Hindi,People changing their genders left and right and i cant even decide on a tattoo,1,लोग अपने लिंग को बदलते जा रहे हैं और मैं एक टैटू का निर्णय नहीं ले सकता।
Hindi,"People are genuinely good, we just learned to hate. when Europe was all white and christian they killed each other, the same happened to the Muslim world",1,"लोग वास्तव में अच्छे होते हैं, हमने सिर्फ नफरत सीखी है। जब यूरोप सभी सफेद और ईसाई थे तो वे एक दूसरे को मार डाला, मुस्लिम दुनिया में भी वही हुआ है।"
Hindi,Now where are the feminists accusing of woman as demons abusing women all the time??,1,"अब फ़ेमिनिस्ट कहाँ हैं, जो महिलाओं को दैव बता कर हर वक़्त उनका शोषण करते हैं?"
Hindi,Now the sea is filled with disgusting dead filth like them. Ruined my Mediterranean vacations,1,अब समुद्र उनसे जैसी घृणित मृत गंदगी से भरा हुआ है। मेरी मध्यवर्ती समुद्र तट छुट्टियों को खराब कर दिया।
Hindi,Michael Jackson sick man and sick fans.,1,माइकल जैक्सन बीमार आदमी और बीमार प्रशंसक।
Hindi,LOVE IS LOVE!!! God excepts everyone. And when I mean everyone I mean everyone I'm a Christian and pan sexual I respect every single person in the lgbtq+ community.,1,"प्यार सबके लिए होता है!!! भगवान सभी को स्वीकार करते हैं। और जब मैं हर किसी को कहता हूं तो मैं हर किसी को कहता हूं मैं एक ईसाई और पैन सेक्सुअल हूँ मैं लैबियन, गे, बिसेक्सुअल, ट्रांसजेंडर और किसी भी लघुतर समुदाय में हर एक व्यक्ति का सम्मान करता हूं।"
Hindi,Lol I'm Korean and most of the Koreans I know do not look anything like that drawing... Many don' have square faces.. You can see the diversity of Korean faces when the answers are revealed at the end. I find this video esp. the initial commentary to be pretty biased as it's ethnically Chinese people telling YouTube how to tell Asians apart. Asians are some of the most racist people to other Asians...,1,"हँसी। मैं कोरियाई हूँ और मेरे पास जो कोरियाई लोग हैं, वे उस ड्राइंग जैसे दिखते नहीं हैं ... बहुत से लोगों के पास वर्गीय चेहरे नहीं होते हैं ... जब उत्तर दिए जाने के बाद आप कोरियाई चेहरों की विविधता देख सकते हैं। मैं इस वीडियो को खासकर प्रारंभिक टिप्पणी को अति-पक्षपाती मानता हूँ क्योंकि इसमें चीनी लोग यूट्यूब को बता रहे हैं कि एशियाई लोगों को कैसे पहचानें। एशियाई दूसरे एशियाई लोगों के प्रति सबसे ज्यादा जातिवादी होते हैं..."
Hindi,Lesbian chewbacca,1,लेस्बियन चबाका
Hindi,"Just shoot her, one less of them to have to deal with in the future.",1,"बस उसे गोली मार दें, भविष्य में उनसे निपटने के लिए उनमें से एक कम।"
Hindi,It’s not “genderless” they just look like GIRLS,0,"वे ""लिंगहीन"" नहीं हैं, वे बस लड़कियों जैसे दिखते हैं।"
Hindi,Isn’t it awkward that only women work on public services? #lowIQ,0,"यह शर्मनाक नहीं है कि केवल महिलाएं सार्वजनिक सेवाओं पर काम करती हैं। इस तरह के बयान समाज को भेदभावपूर्ण और निरंतर आधार पर महिलाओं के सामने समस्याएं उत्पन्न कर सकते हैं। लिंग नहीं, कौशल, क्षमता और प्रवीणता महत्वपूर्ण होती हैं जब हम सार्वजनिक सेवाओं और संस्थाओं के लिए लोगों को रखते हैं।"
Hindi,Is this guy actually autistic or Is he faking it,0,क्या यह आदमी वास्तव में ऑटिस्टिक है या वह इसे ढोंग कर रहा है
Hindi,In that case we should hire more women. Because we can them lesser and get a profit.,0,ऐसे में हमें और महिलाओं को हायर करना चाहिए। क्योंकि हम उन्हें कम कर सकते हैं और लाभ प्राप्त कर सकते हैं।
Hindi,If you are not masculine then you are woman dude,0,अगर आप मास्कुलिन नहीं हैं तो आप महिला हैं दोस्त
Hindi,"If you are a fking queen, you can move in any direction. So please move away from the camera that was used to take this picture. That applies to every women",0,"यदि आप एक रानी हैं, तो आप किसी भी दिशा में आगे बढ़ सकती हैं। इसलिए कृपया उस कैमरे से दूर हट जाएं जिसका इस्तेमाल इस तस्वीर को लेने के लिए किया गया था। यह हर महिला पर लागू होता है"
Hindi,"If white people are gone from this earth, we will go directly back to stone age. Not even kidding",0,अगर गोरे लोग इस धरती से चले गए तो हम सीधे पाषाण युग में चले जाएंगे। मजाक भी नहीं कर रहा
Hindi,"If these men come to Norway to seek liberty and human rights, then they have to respect women and their rights. Norway people you dont have to show pity by accepting these kind of people into your country",0,"अगर ये लोग नॉर्वे आते हैं तो स्वतंत्रता और मानवाधिकार के लिए आते हैं, तो वे महिलाओं और उनके अधिकारों का सम्मान करना चाहिए। नॉर्वे के लोगों को इस तरह के लोगों को अपने देश में स्वीकार करके दया दिखाने की आवश्यकता नहीं है।"
Hindi,if god hates lgbt members so much than why did he make these people? i mean look at jesus he had 2 dads and he turned out perfectly fine.,0,"अगर भगवान लैस्बियन, गे, बाइसेक्सुअल लोगों से इतना नफ़रत करते हैं तो फिर उन्होंने इन लोगों को क्यों बनाया है? मेरा मतलब है देखो जीसस को, उसके 2 पिता थे फिर भी उसने बहुत अच्छी तरह बढ़ा है।"
Hindi,Id beat the fuck out of his ass if he wasnt an actor,0,"अगर वह एक अभिनेता नहीं था, तो आईडी ने उसकी गांड से चुदाई को हरा दिया"
Hindi,I’m sure this woman widows to have aborted this monster of a child. It hits her while she is helping him on living his life,0,मुझे यकीन है कि इस विधवा महिला ने बच्चे के इस राक्षस का गर्भपात कराया होगा। यह उसे तब मारता है जब वह उसका जीवन जीने में उसकी मदद कर रही होती है
Hindi,I'll take feminists seriously when they start talking about sending only women into combat until the amount of women and men killed and wounded in battle are exactly the same.  Because it's all about equality right?,0,"मैं फेमिनिस्टों को उस समय गंभीरता से लूँगा जब वे सिर्फ महिलाओं को युद्ध कराने की बात करना शुरू करेंगे जब तक युद्ध में मरने और घायल होने वाले महिला और पुरुषों की संख्या समान नहीं हो जाती है। क्योंकि यह सब समानता के बारे में है, सही नहीं है?"
Hindi,I'd love to destroy him but I am in more need of tech support.,0,मैं उसे नष्ट करना पसंद करूंगा लेकिन मुझे तकनीकी सहायता की अधिक आवश्यकता है।
Hindi,I propose suicide for evert politician,1,मैं एवर्ट राजनेता के लिए आत्महत्या का प्रस्ताव करता हूं
Hindi,"I don’t hate those kids with these problems, but I’m just saying I feel very ver uncomfortable around them. They are weirdos. Don’t like them. Please god make my child a healthy and good one",1,"मैं इन समस्याओं वाले उन बच्चों से नफरत नहीं करता, लेकिन मैं सिर्फ यह कह रहा हूं कि मैं उनके आसपास बहुत असहज महसूस करता हूं। वे अजीब हैं। उन्हें पसंद नहीं है। भगवान मेरे बच्चे को स्वस्थ और अच्छा बनाए"
Hindi,I am white and I go to a school whare it is mostly black kids and I was made fun of just because of skin my best friend's mom dose not like me because I am white so .... I had to change schools,1,"मैं गोरा हूँ और मैं एक ऐसे स्कूल में जाता हूँ जहाँ ज्यादातर काले बच्चे हैं और मुझे सिर्फ त्वचा के कारण मज़ाक उड़ाया गया था, मेरे सबसे अच्छे दोस्त की माँ मुझे पसंद नहीं करती थी क्योंकि मैं गोरा हूँ इसलिए .... मुझे स्कूल बदलना पड़ा"
Hindi,Humiliating this Str8 guy. str8 guys like him doing dumb things,1,इस सीधे आदमी को अपमानित करना। सीधे लोग उसे पसंद करते हैं जो गूंगा काम करता है
Hindi,how the fuck do you have a million subscribers you fucking twat,1,क्या बकवास है आपके पास एक मिलियन ग्राहक हैं आप कमबख्त योनी
Hindi,Holy shit! Kill them all !,1,पवित्र बकवास! उन सब को मार दो !
Hindi,He is complaining his rights are violated well maybe he shouldn' have come uninvited in our country,1,"वह अपने अधिकारों की शिकायत कर रहा है कि उसका अधिकार उल्लंघित किया गया है, शायद वह हमारे देश में अनिमंत्रित आना नहीं चाहिए था।"
Hindi,Fuck him and his prophet,1,मुझे उसके और उसके नबी से कोई फर्क नहीं पड़ता।
Hindi,Fat bastard we won' forget you. Vets will kick your ass when caught,1,"मोटा घटिया, हम आपको कभी नहीं भूलेंगे। जब पकड़े जाएंगे, तब वेटरन्स आपकी गांड मारेंगे।"
Hindi,Faggot. You're probably a fatass too.,1,होमोसेक्सुअल। तुम भी शायद मोटे हो।
Hindi,Deport him in military aircraft and dump him back where he is originated from. Him and his family,1,उसे सैन्य विमान में निर्वहन करें और उसे उस देश में वापस छोड़ दें। उसे और उसके परिवार को।
Hindi,Congratulations. You figured out you were a moron and decided not to be a moron anymore. You're a freakin hero.,1,बधाई हो। आपने समझ लिया कि आप एक मूर्ख हैं और अब और नहीं होना चाहते। आप एक वास्तव में हीरो हैं।
Hindi,citronella is a great venezuelan repellent,1,सिट्रोनेला वेनेज़ुएला का एक महान दुर्भाग्य नाशक है।
Hindi,Brown people love white countries,1,भूरे लोग सफेद देशों से प्यार करते हैं।
Hindi,Bro just delete yo shit off YouTube rn. Fuck outta here with yo clout chasing ass.,1,भाई तुम अपना यूट्यूब डिलीट कर दो। अपने क्लाउट ट्रेसिंग अस विद यो एस।
Hindi,"As a black person, I think that rappers should stop putting the n-word in the song. Plus, you should be proud of being White. I am proud of being black, so..",1,"एक काले व्यक्ति के रूप में, मुझे लगता है कि रैपर्स को गाने में n-शब्द डालना बंद कर देना चाहिए। साथ ही, आपको सफेद होने पर गर्व महसूस करना चाहिए। मैं काले होने पर गर्व महसूस करता हूँ, तो ..."
Hindi,Anyone who can' cope as the gender they are born needs SERIOUS psychological therapy!!!,1,कोई भी जो अपने जन्म के लिंग के रूप में सामना नहीं कर सकता है उसे गंभीर मनोवैज्ञानिक चिकित्सा की आवश्यकता है!!!
Hindi,Anxiety is is the definition of a human meme. Anxiety disorders are an excuse. No such thing.,1,चिंता एक मानव मेम की परिभाषा है। चिंता विकार एक बहाना है। ऐसी कोई बात नहीं।
Hindi,all those dislikes are from fucking homophopes,0,वे सभी नापसंद कमबख्त होमोफोप्स से हैं
Hindi,"All theses people talking about Nigeria, since when have they cared about nigeria?  They find it now to care about Nigeria to be relevenat, those who were killed were farmers and Nigeria is living peacefully with it's Muslims.  Sure there are terrorist attacks every now and then, but we must remember that those who do kill the innocent are not Muslims.  Many terrorists or groups use religion as an excuse. How come Isis are killing their own people?  How come Iraqi forces are trying to drive isis Muslims out?  Why? Cause they are scum who are not Muslims.",0,"ये सभी लोग नाइजीरिया के बारे में बात कर रहे हैं, कब से उन्होंने नाइजीरिया की परवाह की है? उन्हें लगता है कि अब नाइजीरिया की परवाह करना प्रासंगिक हो गया है, जो मारे गए वे किसान थे और नाइजीरिया अपने मुसलमानों के साथ शांति से रह रहा है। निश्चित रूप से आतंकवादी हमले समय-समय पर होते रहते हैं, लेकिन हमें यह याद रखना चाहिए कि जो लोग बेगुनाहों को मारते हैं, वे मुसलमान नहीं हैं। कई आतंकवादी या समूह धर्म को बहाने के रूप में इस्तेमाल करते हैं। आइएस अपने ही लोगों को कैसे मार रहा है? कैसे इराकी सेना आईएसआईएस मुसलमानों को खदेड़ने की कोशिश कर रही है? क्यों? क्योंकि वे मैल हैं जो मुसलमान नहीं हैं।"
Hindi,"All these problems men have, and no one will ever care.",0,"ये सभी समस्याएं पुरुषों के पास हैं, और कोई भी कभी परवाह नहीं करेगा।"
Hindi,All asian people look identical to this one. He is the mother of Asia,0,सभी एशियाई लोग इस एक व्यक्ति के समान लगते हैं। वह एशिया की मां है।
Hindi,everyone wins‚ yeah except for the little girls you're trying to rape,0,"हर कोई जीतता है, हाँ उन छोटी लड़कियों को छोड़कर जिनका आप बलात्कार करने की कोशिश कर रहे हैं"
Hindi, Sorry that I was born as an Indian... ,0,खेद है कि मैं एक भारतीय के रूप में पैदा हुआ...
Hindi," I support trans people's rights to be free of discrimination, but biological males should not be allowed to compete against women in athletic competitions",0,"मैं ट्रांस लोगों के भेदभाव से मुक्त होने के अधिकारों का समर्थन करता हूं, लेकिन जैविक पुरुषों को एथलेटिक प्रतियोगिताओं में महिलाओं के खिलाफ प्रतिस्पर्धा करने की अनुमति नहीं दी जानी चाहिए"
Hindi,With her nose she can detect an immigration officer from 70 yards,0,अपनी नाक से वह 70 गज की दूरी से एक आव्रजन अधिकारी का पता लगा सकती हैं
Hindi,you should be allowed to be gay you should also be allowed to hate gay people thats freedom i can be myself and people can hate me for it i believe it is my full right to jack off to chris hemsworth and i believe it is a businesss right to not serve me for that it might not be right but its fair and freedom doesnt discriminate on ethics,0,"आप गे होने की अनुमति देनी चाहिए, आपको गे लोगों से नफरत करने की भी अनुमति देनी चाहिए। यह स्वतंत्रता है। मैं अपने आप को हो सकता हूं और लोग मुझसे नफरत कर सकते हैं, मुझे लगता है कि मेरा पूरा अधिकार है कि मैं च्रिस हेम्सवर्थ को जैक ऑफ करूं और मुझे लगता है कि किसी व्यवसाय को मेरी सेवा नहीं करने का भी अधिकार होना चाहिए। यह सही नहीं हो सकता, लेकिन यह निष्पक्ष है और स्वतंत्रता नैतिकता पर भेदभाव नहीं करती।"
Hindi,You said he but still not convinced this is a male. A sorely lost hipster girl maybe though,0,आपने कहा कि वह उसे लेकिन अभी भी यह यकीन नहीं है कि यह एक पुरुष है। शायद एक खोए हुए हिप्स्टर लड़की हो।
Hindi,Wow does ur mom know how gay u are,0,वाह क्या तुम्हारी माँ जानती है कि तुम कितने समलैंगिक हो
Hindi,"Women cannot create children, only men can do that. Women can bear children.",1,"महिलाएं बच्चे नहीं बना सकतीं, केवल पुरुष ही इस काम में सक्षम होते हैं। महिलाएं बच्चे जन्म दे सकती हैं।"
Hindi,What the fuck stupid people !!!,1,"ये क्या, बेवकूफ लोग हैं !!!"
Hindi,this the type of dude you see on chat roulette at 2:39am,1,यह वह प्रकार का आदमी है जिसे आप 2:39 बजे चैट रूलेट पर देखते हैं।
Hindi,They should have beat his ass. He deserves it.,1,उन्हें उसकी गांड मारनी चाहिए थी। वह उसके लायक है।
Hindi,"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",0,"मुझे नहीं लगता कि हमें क्यों नहीं एक ट्रांसजेंडर श्रेणी बना लेनी चाहिए। यह सबसे स्पष्ट और निष्पक्ष समाधान लगता है। शानदार खिलाड़ी अभी भी प्रतिस्पर्धा करेंगे। और खेल का खेल मैदान उससे समान होगा जितना हो सकता है। मैं मतलब बॉक्सिंग / एमएमए लड़ाई के निष्पक्षता को बढ़ाने के लिए वजन श्रेणियां बनाते हैं। हम यह मानते हैं कि दो व्यक्ति चाहे वे दोनों पुरुष हों वे भिन्न-भिन्न स्तरों पर प्रतिस्पर्धा करते हैं। ट्रांसजेंडर खिलाड़ियों के लिए हम उसी तरह से कर सकते हैं, क्या नहीं?"
Hindi,"You guys I fell so bad, I hope this don’t happen again. Im a Islam",0,"तुम लोग मैं इतना बुरा गिर गया, मुझे आशा है कि यह फिर से नहीं होगा। मैं एक इस्लाम हूँ"
Hindi,You cannot take my gun from home. My gun is my protection. I will kill everyone who tries to enter my home without my approval,0,आप नहीं ले सकते मेरी गन को घर से। मेरी गन मेरा संरक्षण है। मैं उस व्यक्ति को मार दूंगा जो मेरे स्वीकृति के बिना मेरे घर में प्रवेश करने की कोशिश करता है।
Hindi,You are fat and ugly. I suppose that makes you fugly :),0,"आप मोटे और बदसूरत हैं। मुझे लगता है कि इससे आपको ""फगली"" बनाता है :)"
Hindi,"Yet there is vastly more money spent on breast cancer, than prostate cancer, this is lethal discrimination. ",0,"फिर भी स्तन कैंसर पर अत्यधिक धन खर्च किया जाता है, पेशाब के बच्चे कैंसर से अधिक, यह घातक भेदभाव है।"
Hindi,Why are you still on the air? Shit,0,आप अभी भी एयर पर क्यों हो? बकवास
Hindi,What would the abuser doing to her around the neck? Stupid dick (the abuser),0,गाली देने वाला उसके गले में क्या करेगा? बेवकूफ डिक (दुर्व्यवहार करने वाला)
Hindi,Well this is like exactly how I feel. Except I don' t want to be straight.,0,यह मेरा भाव बिल्कुल बताता है। बस मैं सीधा होना नहीं चाहता।
Hindi,WE HATE OUR LEADERS. LEARN FROM EROPEANS AND LEARN FROM AMERICANS. THEY ARE BETTER THAN OUR LEADERS.WE ARE NOT ELECTING GOOD LEADRES WE ARE ELECTING CRIMINALS.,0,"हम अपने नेताओं से नफरत करते हैं। यूरोपियों से सीखो और अमेरिकी लोगों से सीखो। वे हमारे नेताओं से बेहतर हैं। हम अच्छे नेता नहीं चुन रहे हैं, हम अपराधियों को चुन रहे हैं।"
Hindi,We are proud to be an Indian Muslim,0,हमें भारतीय मुसलमान होने पर गर्व है
Hindi,"To the lady that can barely speak English and then look down upon her own people, that's disgraceful.",0,"उस महिला के लिए जो मुश्किल से अंग्रेजी बोल पाती है और फिर अपने ही लोगों को हेय दृष्टि से देखती है, यह शर्मनाक है।"
Hindi,this is probably the first time i’ve seen someone who looks like a child and pedophile at the same time,0,शायद यह पहली बार है जब मैंने किसी को ऐसा देखा है जो एक बच्चे की तरह दिखता है और एक बालात्कारी की तरह भी।
Hindi,They don't clean up the rubbish that they all throw on the floor the place looks a mess.,0,"वे अपनी सभी रद्दी को जमीन पर फेंकने के बाद साफ़ नहीं करते, जगह एक गंदा नजारा प्रदर्शित करती है।"
Hindi,"They are violent fucking savages what the fuck did you think would happen? We wont be thrown around, this is our continent and our responsibility to preserve.",0,"वे हिंसक कमबख्त जंगली हैं, आपने क्या सोचा था कि बकवास होगा? हमें इधर-उधर नहीं फेंका जाएगा, यह हमारा महाद्वीप है और इसे संरक्षित करना हमारी जिम्मेदारी है।"
Hindi,These people do not represent Islam!!,0,ये लोग इस्लाम का प्रतिनिधित्व नहीं करते हैं!!
Hindi,These girls are so pretty seriously. Being autistic is such an interesting experience and I am happy to be autistic!,0,ये लड़कियां बहुत खूबसूरत हैं। अस्पताल में होना इतना दिलचस्प होता है और मैं अपने आप पर खुश हूं कि मुझे ऑटिस्टिक होने का अनुभव हो रहा है!
Hindi,"There are no traditional German values. Germany was unified very late, so regional values and traditions still rank higher than modern ""German"" values.",0,"जर्मनी में पारंपरिक मूल्य नहीं हैं। जर्मनी बहुत देर से एकीकृत हुई थी, इसलिए क्षेत्रीय मूल्यों और परंपराओं को आधुनिक ""जर्मन"" मूल्यों से अधिक महत्व दिया जाता है।"
Hindi,The Resistance avenge women and children killed by US and Allies !!!,0,प्रतिरोध अमेरिका और सहयोगियों द्वारा मारे गए महिलाओं और बच्चों का बदला लेता है !!!
Hindi,the only thing that annoys me is noisy neighbours and their music.,0,मुझे सिर्फ शोरीले पड़ोसी और उनकी संगीत से तंगी होती है।
Hindi,"The mountain is near the black sea, no wonder we are called caucasian",0,"पहाड़ काले सागर के करीब है, इसलिए हमें कॉकेशियन कहा जाता है।"
Hindi,"The lady on sitting on the left, with the yellow jacket, is the epitome of a ""smart retard"".",0,"पीले जैकेट के साथ बाईं ओर बैठी महिला ""स्मार्ट मंदबुद्धि"" का प्रतीक है।"
Hindi,the girl in glasses is so freaking cute! what's her channel??,0,चश्मे वाली लड़की बहुत ही मनमोहक है! उसका चैनल क्या है?
Hindi,"The fear of approaching a girl while not being a lesbian is so real. You're spot on. You want to be flirty and everything but at the back of your head you always have ""what if she's not cool with me not being a lesbian"". I'm pan, but I kinda gave up on relationships with women (both born women and trans women) quite some time ago, because the amount of ""you're gonna leave me for a guy"", or constant ""are you sure you like girls and it's not a phase?"" or ""I can' be with someone who is not true to themselves (as in I'm actually a lesbian but I don' want to admit it)"" and other bs was just too much. They were never worried about another woman btw, it was always either about men or questioning validity of my sexuality. It's really quite sad, because other than that each of my exes were really strong, confident women. Except when it was about my sexuality.",0,"एक लड़की के साथ बात करने का डर, जब आप लेस्बियन नहीं होते, बहुत ही असली होता है। आप सही हैं। आप फ्लर्टी और सब कुछ होना चाहते हैं लेकिन अपने दिमाग में हमेशा आपके पास ""यदि वह मेरे लेस्बियन न होने के साथ कूल नहीं है तो क्या होगा"" होता है। मैं पैन हूँ, लेकिन मैंने कुछ समय पहले ही स्त्रियों (जन्म से हुए स्त्री और ट्रांस स्त्री दोनों) के साथ संबंधों पर हाथ डाल दिया था, क्योंकि ""तुम मुझे एक आदमी के लिए छोड़ जाओगी"", या निरंतर ""क्या आप सुनिश्चित हैं कि आप लड़कियों से प्यार करते हैं और यह एक चरण नहीं है?"" या ""मैं किसी से संबंध नहीं रख सकता जो अपने आप से सही नहीं है (जैसे मैं वास्तव में एक लेस्बियन हूं लेकिन मैं इसे स्वीकार नहीं करना चाहती)"" और अन्य बकवास बहुत थी। वे कभी भी दूसरी महिला को चिंता नहीं कर रहे थे, यह हमेशा या तो पुरुषों के बारे में था या मेरी सेक्सुअलिटी की मान्यता पर प्रश्न। यह वास्तव में बह"
Hindi,"The fact that shes only representing black lives seems kinda ironic to me. lol shouldnt it be all lives?… Not just black ones. She clearly thinks her race is more supirior she even admits shes racist, joking or not thats the only fact she said in the whole video.",0,"यह बात कि वह केवल काले जीवनों का प्रतिनिधित्व कर रही है, मुझे थोड़ा विडम्बनाजनक लगता है। लोल, क्या यह सभी जीवनों का होना चाहिए नहीं होना चाहिए? बस काले जीवनों के नहीं। वह स्पष्ट रूप से अपनी जाति को अधिक उत्कृष्ट मानती है, वह अपने आप को रेसिस्ट कहती है, शाकाहारी या मजाक कर रही हो, यह उस वीडियो में बोली गई एकमात्र तथ्य है।"
Hindi,"That’s wrong! Even though they disagree with her beliefs, they have no right to put their hands on a woman",0,"यह गलत है! भले ही वे उसके विश्वासों से असहमत हों, लेकिन एक महिला पर हाथ डालने का उनका कोई अधिकार नहीं है।"
Hindi,that was scripted right? please let that be scripted. No real human would have said any of those things,0,"वह लिखित था, सही है ना? कृपया वह लिखित होना चाहिए था। कोई वास्तविक मानव उन सभी चीजों को नहीं कहता होगा।"
Hindi,That is a lot of really dumb people in one room. Wow,0,वह एक कमरे में बहुत सारे बेवकूफ लोग हैं। वाह
Hindi,that girl who pushed her needs to pay personally for all the family's medical bills lol. only fair,0,"वह लड़की जिसने उसे धक्का दिया, उसे परिवार के सभी चिकित्सा बिलों के लिए निजी रूप से भुगतान करना चाहिए लोल। सिर्फ इसके बाद उचित होगा।"
Hindi,"Thank you John, for sharing this experience with us, people. What I wanna say to refugees is, stay strong! Although our current president is... failing to help you, I will be there at Washington DC protesting for you. The people who suffered the most should be saved from evil!",0,"जॉन, आपके इस अनुभव को हम सबसे साझा करने के लिए धन्यवाद। मैं शरणार्थियों से कहना चाहता हूँ, मजबूत रहें! हालांकि हमारे वर्तमान राष्ट्रपति आपकी मदद करने में असफल हैं, मैं आपके लिए वाशिंगटन डीसी में आंदोलन करने वाला हूँ। सबसे अधिक पीड़ित हुए लोग बुराई से बचाए जाने चाहिए!"
Hindi,Tell me where to ship this comfy electric chair for your kid,0,मुझे बताओ कि अपने बच्चे के लिए इस आरामदायक इलेक्ट्रिक कुर्सी को कहां भेजूं।
Hindi,Syria war is over they can go back its safe now.,0,"सीरिया युद्ध खत्म हो गया है, वे वापस जा सकते हैं, अब यह सुरक्षित है।"
Hindi,stupid dumb ass,0,मूर्ख गंवार
Hindi,STOP PUTTING THIS IN MY RECOMMEND WTF I'M NOT GAY,0,"ये मेरी सिफारिशों में मत डालो, मैं गे नहीं हूँ।"
Hindi,"So, in other words, women's rights are freedom from responsibility and men's rights are responsibility. Is she serious?",0,"अन्य शब्दों में, महिलाओं के अधिकार जिम्मेदारी से मुक्ति होती है और पुरुषों के अधिकार जिम्मेदारी से जुड़े होते हैं। क्या वह सीरियस है?"
Hindi,"So proud of you mom, wish Allah give you strong. Just saying Alhamdulillah to your husband and your son, Allah give them mercy with a beautifull died. I am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",0,"माँ, मैं आप पर गर्व करता हूँ, आशा है कि अल्लाह आपको मजबूती देंगे। आपके पति और बेटे को अल्लाह उन्हें खूबसूरती से मरने का दया करें। मुझे आश्चर्य है कि आप रोती नहीं होंगी, क्योंकि आपके बेटे और पति मर नहीं गए हैं, वे अब जन्नत में जी रहे हैं। आमीन..."
Hindi,So can I put a wig and run with girls?,0,फिर क्या मैं विग लगाकर लड़कियों के साथ दौड़ सकता हूं?
